Name,Type,Page,Page Number,Schematic,PartPin,LocationX,LocationY,Zone,IREF
"ADKEY_IN","OffPage","13.RK3399 SARADC/HOST","13","SCHEMATIC1","C256.1,ED8.1,R87.1,R88.1,U10V.AH26","320","690","4B","[13]"
"DDR1_CS2N","OffPage","09.RAM-LPDDR4(366P)","9","SCHEMATIC1","U11A.A7","130","710","5C","[10]"
"DDR1_CS2N","OffPage","10.RK3399 DDR","10","SCHEMATIC1","U10A.F11","550","350","4C","[9]"
"DDR1_D31","OffPage","09.RAM-LPDDR4(366P)","9","SCHEMATIC1","U11A.C10","130","520","5C","[10]"
"DDR1_D31","OffPage","10.RK3399 DDR","10","SCHEMATIC1","U10A.B26","120","390","5C","[9]"
"BT-PCM-DOUT","OffPage","15.RK3399 GPIO","15","SCHEMATIC1","U10J.AD6","470","1140","4A","[22,23]"
"BT-PCM-DOUT","OffPage","23.WIFI","23","SCHEMATIC1","U21.25","1565","408","2C","[15,22]"
"BT-PCM-DOUT","OffPage","22.AUDIO","22","SCHEMATIC1","R166.1","214","401","5C","[15,23]"
"DDR0_CLK1P","OffPage","09.RAM-LPDDR4(366P)","9","SCHEMATIC1","R58.2,U11A.AH23","750","190","4D","[10]"
"DDR0_CLK1P","OffPage","10.RK3399 DDR","10","SCHEMATIC1","U10B.H5","1200","270","2D","[9]"
"BT-PCM-DIN","OffPage","15.RK3399 GPIO","15","SCHEMATIC1","U10J.AC6","470","1150","4A","[22,23]"
"BT-PCM-DIN","OffPage","23.WIFI","23","SCHEMATIC1","U21.27","1565","398","2C","[15,22]"
"BT-PCM-DIN","OffPage","22.AUDIO","22","SCHEMATIC1","R167.1","214","411","5C","[15,23]"
"DDR0_CLK1N","OffPage","09.RAM-LPDDR4(366P)","9","SCHEMATIC1","R59.2,U11A.AG23","750","200","4D","[10]"
"DDR0_CLK1N","OffPage","10.RK3399 DDR","10","SCHEMATIC1","U10B.J5","1200","280","2C","[9]"
"BT-PCM-SYNC","OffPage","15.RK3399 GPIO","15","SCHEMATIC1","U10J.AA7","470","1120","4A","[22,23]"
"BT-PCM-SYNC","OffPage","23.WIFI","23","SCHEMATIC1","U21.28","1565","378","2C","[15,22]"
"BT-PCM-SYNC","OffPage","22.AUDIO","22","SCHEMATIC1","R168.1","214","421","5C","[15,23]"
"BT-PCM-CLK","OffPage","15.RK3399 GPIO","15","SCHEMATIC1","U10J.AF3","470","1110","4A","[22,23]"
"BT-PCM-CLK","OffPage","23.WIFI","23","SCHEMATIC1","U21.26","1565","388","2C","[15,22]"
"BT-PCM-CLK","OffPage","22.AUDIO","22","SCHEMATIC1","R170.1","214","441","5C","[15,23]"
"GPIO4_C6/PWM1","OffPage","15.RK3399 GPIO","15","SCHEMATIC1","U10K.AL3","1400","1010","2B","[25]"
"GPIO4_C6/PWM1","OffPage","25.PCIE&IO","25","SCHEMATIC1","J12.7","414","213","4D","[15]"
"GPIO1_A1","OffPage","15.RK3399 GPIO","15","SCHEMATIC1","U10E.T31","1470","90","2D","[22,25]"
"GPIO1_A1","OffPage","25.PCIE&IO","25","SCHEMATIC1","J12.11","414","233","4D","[15,22]"
"GPIO1_A1","OffPage","22.AUDIO","22","SCHEMATIC1","R182.1","184","991","5B","[15,25]"
"I2S_CLK","OffPage","15.RK3399 GPIO","15","SCHEMATIC1","U10J.AC7","470","1080","4A","[22,25]"
"I2S_CLK","OffPage","25.PCIE&IO","25","SCHEMATIC1","J12.32","618","333","4D","[15,22]"
"I2S_CLK","OffPage","22.AUDIO","22","SCHEMATIC1","R171.1","214","451","5C","[15,25]"
"GPIO1_A3","OffPage","15.RK3399 GPIO","15","SCHEMATIC1","U10E.R27","1540","110","2D","[25]"
"GPIO1_A3","OffPage","25.PCIE&IO","25","SCHEMATIC1","J12.13","414","243","4D","[15]"
"I2S1_LRCK_TX","OffPage","15.RK3399 GPIO","15","SCHEMATIC1","U10J.AJ1","470","1130","4A","[22]"
"I2S1_LRCK_TX","OffPage","22.AUDIO","22","SCHEMATIC1","R169.1","214","431","5C","[15]"
"GPIO2_D4","OffPage","15.RK3399 GPIO","15","SCHEMATIC1","U10G.AF8","500","760","4B","[25]"
"GPIO2_D4","OffPage","25.PCIE&IO","25","SCHEMATIC1","J12.15","414","253","4D","[15]"
"GPIO1_B0/SPI1_TXD/UART4_TX","OffPage","15.RK3399 GPIO","15","SCHEMATIC1","U10E.R31","1470","170","2D","[25]"
"GPIO1_B0/SPI1_TXD/UART4_TX","OffPage","25.PCIE&IO","25","SCHEMATIC1","J12.19","414","273","4D","[15]"
"GPIO1_A7/SPI1_RXD/UART4_RX","OffPage","15.RK3399 GPIO","15","SCHEMATIC1","U10E.P27","1470","150","2D","[25]"
"GPIO1_A7/SPI1_RXD/UART4_RX","OffPage","25.PCIE&IO","25","SCHEMATIC1","J12.21","414","283","4D","[15]"
"GPIO1_B1/SPI1_CLK","OffPage","15.RK3399 GPIO","15","SCHEMATIC1","U10E.P28","1470","180","2D","[25]"
"GPIO1_B1/SPI1_CLK","OffPage","25.PCIE&IO","25","SCHEMATIC1","J12.23","414","293","4D","[15]"
"I2S0_LRCK_RX","OffPage","15.RK3399 GPIO","15","SCHEMATIC1","U10J.AF4","470","1000","4B","[25]"
"I2S0_LRCK_RX","OffPage","25.PCIE&IO","25","SCHEMATIC1","J12.29","414","323","4D","[15]"
"I2S0_LRCK_TX","OffPage","15.RK3399 GPIO","15","SCHEMATIC1","U10J.AJ2","470","1010","4B","[25]"
"I2S0_LRCK_TX","OffPage","25.PCIE&IO","25","SCHEMATIC1","J12.31","414","333","4D","[15]"
"I2S0_SCLK","OffPage","15.RK3399 GPIO","15","SCHEMATIC1","U10J.AG3","470","990","4B","[25]"
"I2S0_SCLK","OffPage","25.PCIE&IO","25","SCHEMATIC1","J12.33","414","343","4D","[15]"
"I2S0_SDI0","OffPage","15.RK3399 GPIO","15","SCHEMATIC1","U10J.Y7","470","1020","4B","[25]"
"I2S0_SDI0","OffPage","25.PCIE&IO","25","SCHEMATIC1","J12.35","414","353","4D","[15]"
"GPIO4_C1/I2C3_SCL","OffPage","15.RK3399 GPIO","15","SCHEMATIC1","U10K.AL2","1400","960","2B","[25]"
"GPIO4_C1/I2C3_SCL","OffPage","25.PCIE&IO","25","SCHEMATIC1","J12.8","618","213","4D","[15]"
"GPIO4_C0/I2C3_SDA","OffPage","15.RK3399 GPIO","15","SCHEMATIC1","U10K.AG6","1400","950","2B","[25]"
"GPIO4_C0/I2C3_SDA","OffPage","25.PCIE&IO","25","SCHEMATIC1","J12.10","618","223","4D","[15]"
"GPIO1_C2","OffPage","15.RK3399 GPIO","15","SCHEMATIC1","U10E.N31","1490","280","2D","[25]"
"GPIO1_C2","OffPage","25.PCIE&IO","25","SCHEMATIC1","J12.12","618","233","4D","[15]"
"GPIO1_C6","OffPage","15.RK3399 GPIO","15","SCHEMATIC1","U10E.L25","1470","320","2D","[25]"
"GPIO1_C6","OffPage","25.PCIE&IO","25","SCHEMATIC1","J12.16","618","253","4D","[15]"
"GPIO1_C7","OffPage","15.RK3399 GPIO","15","SCHEMATIC1","U10E.M31","1470","330","2C","[25]"
"GPIO1_C7","OffPage","25.PCIE&IO","25","SCHEMATIC1","J12.18","618","263","4D","[15]"
"GPIO1_D0","OffPage","15.RK3399 GPIO","15","SCHEMATIC1","U10E.L26","1470","350","2C","[25]"
"GPIO1_D0","OffPage","25.PCIE&IO","25","SCHEMATIC1","J12.22","618","283","4D","[15]"
"GPIO1_B2/SPI1_CSn0","OffPage","15.RK3399 GPIO","15","SCHEMATIC1","U10E.P29","1470","190","2D","[25]"
"GPIO1_B2/SPI1_CSn0","OffPage","25.PCIE&IO","25","SCHEMATIC1","J12.24","618","293","4D","[15]"
"GPIO4_C5/SPDIF_TX","OffPage","15.RK3399 GPIO","15","SCHEMATIC1","U10K.AK1","1400","1000","2B","[25]"
"GPIO4_C5/SPDIF_TX","OffPage","25.PCIE&IO","25","SCHEMATIC1","J12.26","618","303","4D","[15]"
"I2S0_SDO0","OffPage","15.RK3399 GPIO","15","SCHEMATIC1","U10J.AH1","470","1060","4A","[25]"
"I2S0_SDO0","OffPage","25.PCIE&IO","25","SCHEMATIC1","J12.36","618","353","4D","[15]"
"I2S0_SDI2SDO2","OffPage","15.RK3399 GPIO","15","SCHEMATIC1","U10J.AA6","470","1040","4A","[25]"
"I2S0_SDI2SDO2","OffPage","25.PCIE&IO","25","SCHEMATIC1","J12.38","618","363","4C","[15]"
"I2S0_SDI3SDO1","OffPage","15.RK3399 GPIO","15","SCHEMATIC1","U10J.AH2","470","1050","4A","[25]"
"I2S0_SDI3SDO1","OffPage","25.PCIE&IO","25","SCHEMATIC1","J12.40","618","373","4C","[15]"
"SDMMC0_PWR_H","OffPage","11.RK3399 PMU","11","SCHEMATIC1","U10C.R29","810","170","2D","[12]"
"SDMMC0_PWR_H","OffPage","12.RK3399 eMMC TF","12","SCHEMATIC1","U13.3","490","750","3A","[11]"
"WL-WAKE-HOST","OffPage","11.RK3399 PMU","11","SCHEMATIC1","U10C.V31","810","190","2D","[23]"
"WL-WAKE-HOST","OffPage","23.WIFI","23","SCHEMATIC1","U21.13","1803","337","1D","[11]"
"SDMMC0_DET_L","OffPage","11.RK3399 PMU","11","SCHEMATIC1","U10C.V28","810","230","2C","[12]"
"SDMMC0_DET_L","OffPage","12.RK3399 eMMC TF","12","SCHEMATIC1","ED1.1,J2.9","640","450","3B","[11]"
"HOST1_DP","OffPage","14.RK3399 USB/USIC","14","SCHEMATIC1","U10D.AA30","350","220","4D","[26]"
"HOST1_DP","OffPage","26.USB TYPEA","26","SCHEMATIC1","ED19.1,J16.A3","710","244","3C","[14]"
"GPIO2_B3/CIF_CLKO","OffPage","16.RK3399 DVP","16","SCHEMATIC1","U10L.H31","380","170","4D","[21]"
"GPIO2_B3/CIF_CLKO","OffPage","21.MIPI-CSI","21","SCHEMATIC1","R160.1,R161.1","267","201","5D","[16]"
